item_id,范畴,次范畴,学习能力,项目,目标,备注（观察？）,评估辅助物品,评估方法,成功标准,最小月龄,最大月龄
1-5-0-9-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用剪刀,剪开不同质地的物品,暂无,暂无,暂无,暂无,49,72
1-5-0-9-3,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,粗略地摹拟折纸,暂无,暂无,暂无,暂无,13,36
1-5-0-10-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,把毛巾整齐地对折,暂无,暂无,暂无,暂无,25,48
1-5-0-10-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,把纸对准边线折成长方形,暂无,边长15厘米的正方形纸2张,示范把纸对折， 对儿童说：「 你像我这样，对好边后再折。」,整齐地对准边线折纸，纸边重叠偏差不超过0.5厘米,37,60
1-5-0-10-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,把纸沿着边对折2次成小正方形,暂无,暂无,暂无,暂无,37,60
1-5-0-11-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,把正方形纸对角折成 三角形,暂无,暂无,暂无,暂无,37,60
1-5-0-12-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,把正方形纸对角折2次成小三角形,暂无,暂无,暂无,暂无,49,72
1-5-0-13-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,折纸技巧,经过示范后，能依照简单的图案折纸,暂无,暂无,暂无,暂无,49,72
1-5-0-13-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用笔袋,打开、合上磁石笔盒,暂无,暂无,暂无,暂无,0,24
1-5-0-14-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用笔袋,拉开、拉上笔袋的拉链,暂无,暂无,暂无,暂无,0,24
1-5-0-14-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用笔袋,拉开、扣上有扣的笔袋,暂无,暂无,暂无,暂无,25,48
1-5-0-15-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用笔袋,打开、盖上铁笔盒,暂无,暂无,暂无,暂无,25,48
1-5-0-15-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用橡皮,用橡皮擦，并且不把纸擦烂,暂无,暂无,暂无,暂无,25,60
1-5-0-15-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用橡皮,擦掉格子里的字,暂无,方格纸（方格2厘米×2厘米）的纸1张纸的中间方格里写着字、橡皮,把纸和橡皮递给儿童，指着中间方格里的字，对儿童说： 「 擦了这个字。 」 （擦干净格子里的字）,自己用橡皮擦掉格子里的字，大致干净,37,60
1-5-0-15-3,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用纸夹,把比较松的纸夹夹在一小叠纸上,暂无,暂无,暂无,暂无,13,36
1-5-0-15-4,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用纸夹,用回形针把两张纸夹稳妥,暂无,暂无,暂无,暂无,37,60
1-5-0-15-5,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用纸夹,把比较紧的纸夹夹在纸上,暂无,暂无,暂无,暂无,37,60
1-5-0-16-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把纸放进单边开口的文件套中,暂无,单边开的透明塑料文件套2个、A4纸4张,示范把2张纸放进文件套里，然后把剩下的纸和文件套给儿童，对儿童说： 「 你把纸放进去’不要露出纸来呀。 」,把整张纸平放进文件套里,37,60
1-5-0-16-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把纸插进活页夹的侧袋中,暂无,暂无,暂无,暂无,37,60
1-5-0-16-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把纸放进用魔术贴扣合的文件袋中,暂无,暂无,暂无,暂无,37,60
1-5-0-16-3,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把纸放进有拉链的文件袋中，并且把拉链拉上,暂无,暂无,暂无,暂无,37,60
1-5-0-16-4,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把已经打孔的纸夹在双孔活页夹中,暂无,暂无,暂无,暂无,49,72
1-5-0-16-5,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用文件套,把纸叠整齐放进文件袋中，并且把绳子缠好,暂无,暂无,暂无,暂无,49,72
1-5-0-16-6,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用尺子,用尺子画5厘米长的线条,暂无,暂无,暂无,暂无,37,60
1-5-0-17-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用尺子,用尺子面横线和竖线,暂无,暂无,暂无,暂无,37,60
1-5-0-17-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用尺子,用尺子画10厘米长的线条,暂无,画着相距10厘米的2个点的纸1张、长15厘米的尺子、铅笔,把物料递给儿童，指着纸上的两点，对儿童说： 「 你用尺子把这两个点连起来，不要画得超过这两点。」（纸上的两点横着排列）,一只于按着尺子 ， 一只于沿着尺子画线，把两点用横线连起来,49,72
1-5-0-17-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用尺子,用尺子画斜线,暂无,暂无,暂无,暂无,49,72
1-5-0-17-3,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用不同类型的笔,按笔头的开关,暂无,暂无,暂无,暂无,13,36
1-5-0-18-0,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用不同类型的笔,拔开、插上笔套,暂无,有笔盖的笔2支,示范把笔盖拔开然后套在笔头上 ’ 把另 一 枝笔递给儿童’对儿童说： 「 你也试试这样做吧。 」,拔开笔盖，然后套在笔头上,13,36
1-5-0-18-1,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用不同类型的笔,使用活动笔芯的笔,暂无,暂无,暂无,暂无,49,72
1-5-0-18-2,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用转笔刀,用转笔刀削铅笔,暂无,暂无,暂无,暂无,37,60
1-5-0-18-3,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用书包,把叠整齐的书本放进书包里,暂无,暂无,暂无,暂无,37,60
1-5-0-18-4,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用书包,背上背包,暂无,暂无,暂无,暂无,37,60
1-5-0-18-5,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用书包,打开装着不同类型扣子的书包,暂无,暂无,暂无,暂无,49,72
1-5-0-18-6,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用打孔机,在纸上打孔,暂无,暂无,暂无,暂无,37,60
1-5-0-18-7,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用磁石,用磁石把纸贴在金属板上,暂无,暂无,暂无,暂无,37,60
1-5-0-18-8,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用订书机,用订书机把两张纸钉上,暂无,暂无,暂无,暂无,49,72
1-5-0-18-9,小肌肉,小肌肉文具和用品操作,文具和用品操作,使用水彩,儿童自己混合颜色和水，并且用水彩画面,暂无,暂无,暂无,暂无,49,72
1-5-0-18-10,小肌肉,小肌肉文具和用品操作,文具和用品操作,制作小礼物,把礼物放在礼物袋中，并且贴上胶带,暂无,暂无,暂无,暂无,37,60
1-5-0-18-11,小肌肉,小肌肉文具和用品操作,文具和用品操作,制作小礼物,在礼物盒上打蝴蝶结,暂无,暂无,暂无,暂无,49,72
4-0-0-0-0,社交与情绪,自我概念,自我认识,自我意识,对镜子中自己的影像作出反应,暂无,暂无,暂无,暂无,6,12
4-0-0-0-1,社交与情绪,自我概念,自我认识,自我意识,分辨镜子中的母亲和自己 ,暂无,暂无,暂无,暂无,6,12
4-0-0-0-2,社交与情绪,自我概念,自我认识,自我意识,对自己经常被称呼的名字作出反应 ,暂无,暂无,暂无,暂无,6,12
4-0-0-1-0,社交与情绪,自我概念,自我认识,自我意识,当被称赞时，会刻意重复此动作，大人称赞儿童：「 乖！儿童会刻意再次亲吻布娃娃） ,暂无,暂无,暂无,暂无,13,24
4-0-0-1-1,社交与情绪,自我概念,自我认识,自我意识,辨认相片中自己的影像,暂无,暂无,暂无,暂无,13,24
4-0-0-1-2,社交与情绪,自我概念,自我认识,自我意识,当别人拿着自己的物品时，会用动作或者说话 表示要取回,暂无,暂无,暂无,暂无,13,24
4-0-0-1-3,社交与情绪,自我概念,自我认识,自我意识,说出自己的名字（包括乳名或者全名）,暂无,暂无,暂无,暂无,25,36
4-0-0-1-4,社交与情绪,自我概念,自我认识,自我意识,区分物品的拥有权，并将物品分派给所谓者,暂无,暂无,暂无,暂无,25,36
4-0-1-0-0,社交与情绪,自我概念,自我认识,自我意识,指认或拿取属于自己的物品,暂无,暂无,暂无,暂无,25,36
4-0-1-0-1,社交与情绪,自我概念,自我认识,自我意识,用手势或者语言表示自己的年龄,暂无,暂无,暂无,暂无,25,36
4-0-1-0-2,社交与情绪,自我概念,自我认识,自我意识,准确地回答自己的性别,暂无,暂无,暂无,暂无,25,36
4-0-1-0-3,社交与情绪,自我概念,自我认识,自我意识,辨认自己的名字,暂无,暂无,暂无,暂无,37,48
4-0-1-0-4,社交与情绪,自我概念,自我认识,自我意识,指出或者说出自己喜欢的人物、物品或活动,暂无,暂无,暂无,暂无,37,48
4-0-1-1-0,社交与情绪,自我概念,自我认识,自我意识,准确地说出家庭成员的名字 ,暂无,暂无,暂无,暂无,49,60
4-0-1-1-1,社交与情绪,自我概念,自我认识,自我意识,绘画自己的家庭成员并且作出简单介绍 ,暂无,暂无,暂无,暂无,49,60
4-0-1-1-2,社交与情绪,自我概念,自我认识,自我意识,指出或者说出男孩子、女孩子的不同之处 ,暂无,暂无,暂无,暂无,49,60
4-0-1-1-3,社交与情绪,自我概念,自我认识,自我意识,准确地说出自己的出生月份 ,暂无,暂无,暂无,暂无,61,72
4-0-1-1-4,社交与情绪,自我概念,自我认识,自我意识,准确地说出自己的出生日期 ,暂无,暂无,暂无,暂无,61,72
4-0-1-1-5,社交与情绪,自我概念,自我认识,自主能力,在不熟悉的环境中，短时间离开主要照顾者的视线范围，独自或者跟其他人玩耍,暂无,暂无,暂无,暂无,13,24
4-0-1-1-6,社交与情绪,自我概念,自我认识,自主能力,在熟悉的环境中，独自玩耍10-15分钟,暂无,暂无,暂无,暂无,13,24
4-0-1-1-7,社交与情绪,自我概念,自我认识,自主能力,当大人提供选择时，表示自己的喜好,暂无,暂无,暂无,暂无,13,24
4-0-1-1-8,社交与情绪,自我概念,自我认识,自主能力,遵循习惯的方式摆放或者操作物品,暂无,暂无,暂无,暂无,25,36
4-0-1-1-9,社交与情绪,自我概念,自我认识,自主能力,在大人陪同下，探索家庭以外的环境,暂无,暂无,暂无,暂无,25,36
4-0-1-1-10,社交与情绪,自我概念,自我认识,自主能力,主动用说活或者动作向别人要求拿取物品,暂无,暂无,暂无,暂无,25,36
4-0-2-0-0,社交与情绪,自我概念,自我认识,自主能力,保护自己的物品以免遗失或者被抢走 2-3岁,暂无,暂无,暂无,暂无,25,36
4-0-2-0-1,社交与情绪,自我概念,自我认识,自主能力,简单地说出自己的想法,暂无,暂无,暂无,暂无,25,48
4-0-2-0-2,社交与情绪,自我概念,自我认识,自主能力,在群体中积极举手，表示乐于帮助大人做些小事情,暂无,暂无,暂无,暂无,37,48
4-0-2-0-3,社交与情绪,自我概念,自我认识,自主能力,说出想做的事，并且付诸行动,暂无,暂无,暂无,暂无,49,60
4-0-2-0-4,社交与情绪,自我概念,自我认识,自主能力,说出理由支持自己的想法 ,暂无,暂无,暂无,暂无,61,72
4-0-2-0-5,社交与情绪,自我概念,自我评价,正面评价,给自己正面的评价,暂无,暂无,暂无,暂无,25,36
4-0-2-0-6,社交与情绪,自我概念,自我评价,正面评价,主动向别人展示自己的物品，获取赞赏 ,暂无,暂无,暂无,暂无,37,48
4-0-2-0-7,社交与情绪,自我概念,自我评价,正面评价,说出自己的优点和缺点 ,暂无,暂无,暂无,暂无,37,72
4-0-2-1-0,社交与情绪,自我概念,自我评价,正面评价,承担责任,暂无,暂无,暂无,暂无,37,72
4-0-2-1-1,社交与情绪,社交沟通,与人交往的动机,有兴趣与照顾者进行情感交流和回应,注视在身旁走动的人,暂无,暂无,暂无,暂无,0,6
4-0-2-1-2,社交与情绪,社交沟通,与人交往的动机,有兴趣与照顾者进行情感交流和回应,回应照顾者的逗弄,暂无,暂无,暂无,暂无,0,2
4-0-2-1-3,社交与情绪,社交沟通,与人交往的动机,有兴趣与照顾者进行情感交流和回应,当被照顾者拥抱时，会作出合适的反应,暂无,暂无,暂无,暂无,0,2
4-1-0-0-0,社交与情绪,社交沟通,与人交往的动机,有兴趣与照顾者进行情感交流和回应,当大人清洁自己或喂奶时，会注视对方的脸,暂无,暂无,暂无,暂无,0,12
4-1-0-0-1,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,对熟悉和陌生的人有不同的反应,暂无,暂无,暂无,暂无,6,12
4-1-0-0-2,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,当被照顾者抱着玩耍时乡伸手触摸对方的脸 ,暂无,暂无,暂无,暂无,0,12
4-1-0-0-3,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,做出有趣的动作，逗大人笑,暂无,暂无,暂无,暂无,0,12
4-1-0-0-4,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,对熟悉的大人表示好感,暂无,暂无,暂无,暂无,0,12
4-1-0-0-5,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,跟照顾者或者家人玩耍,暂无,暂无,暂无,暂无,0,12
4-1-0-0-6,社交与情绪,社交沟通,与人交往的动机,有兴趣与熟悉的人接触,有需要时找大人帮忙,暂无,暂无,暂无,暂无,13,24
4-1-0-1-0,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,用简单的动作或者声音向其他儿童表达交往的意愿,暂无,暂无,暂无,暂无,13,24
4-1-0-1-1,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,主动与大人和儿童分享玩具或者食物,暂无,暂无,暂无,暂无,13,24
4-1-0-1-2,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,在大人提示下，安慰或者帮助其他儿童,暂无,暂无,暂无,暂无,25,36
4-1-0-1-3,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,跟其他儿童一同活动时：观察并模仿同伴的玩法,暂无,暂无,暂无,暂无,25,36
4-1-0-1-4,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,主动跟伙伴进行简单的交谈,暂无,暂无,暂无,暂无,37,48
4-1-0-1-5,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,主动参加伙伴的游戏,暂无,暂无,暂无,暂无,37,48
4-1-0-1-6,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,有需要时主动寻求伙伴的协助,暂无,暂无,暂无,暂无,37,48
4-1-1-0-0,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,主动给伙伴展示或者交换个人物品 ,暂无,暂无,暂无,暂无,49,60
4-1-1-0-1,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,与某些伙伴建立友谊,暂无,暂无,暂无,暂无,49,60
4-1-1-0-2,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,一起玩时，给伙伴分派岗位或者差事,暂无,暂无,暂无,暂无,49,60
4-1-1-0-3,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,和伙伴合作完成小事情,暂无,暂无,暂无,暂无,49,60
4-1-1-1-0,社交与情绪,社交沟通,与人交往的动机,与伙伴发展互动关系,对别人的幸运，用言语作出正面的反应,暂无,暂无,暂无,暂无,61,72
4-1-1-1-1,社交与情绪,社交沟通,沟通技巧,非语言的沟通,举高双于回应照顾者的召唤 ,暂无,暂无,暂无,暂无,0,12
4-1-1-1-2,社交与情绪,社交沟通,沟通技巧,非语言的沟通,明白简单的动作指示,暂无,暂无,暂无,暂无,13,24
4-1-1-1-3,社交与情绪,社交沟通,沟通技巧,非语言的沟通,用简单的手势或操作表达需要,暂无,暂无,暂无,暂无,13,24
4-1-1-1-4,社交与情绪,社交沟通,沟通技巧,非语言的沟通,适当地运用简单的社交手势或者动作,暂无,暂无,暂无,暂无,13,24
4-1-1-1-5,社交与情绪,社交沟通,沟通技巧,非语言的沟通,望向大人指着的地方,暂无,暂无,暂无,暂无,13,24
